text,label,true_label,predicted_label,fake_probability,real_probability,confidence,correct
The Milwaukee business community did not speak about the facts -- and in support of train manufacturer Talgo -- as the Milwaukee-Madison rail link was being killed.,1,Real,Fake,0.98211354,0.017886393,0.98211354,False
"Congress includes 36 people accused of spousal abuse, 84 arrested for drunk driving in the past year, 71 with terrible creditand more.",0,Fake,Real,0.03470121,0.96529883,0.96529883,False
Says the initial Portland plastic bag ban represented only a modest share of total single-use checkout bag use.,0,Fake,Real,0.035581775,0.96441823,0.96441823,False
There's no evidence anywhere that offshore drilling has hurt tourism in any area where it has been allowed.,0,Fake,Real,0.12457076,0.8754292,0.8754292,False
"Under the new health care law, if a landscaper wants to buy a new lawnmower, or a restaurant needs a new ice-maker, they have to report that to the feds.",1,Real,Fake,0.98270434,0.017295696,0.98270434,False
Says Charlie Crist implemented Jeb Bushs A+ Plan.,1,Real,Fake,0.83876276,0.16123728,0.83876276,False
Not one dime gets added to the deficit because of Social Security.,0,Fake,Real,0.1550903,0.84490967,0.84490967,False
Canada sets aside 36 percent of their visas for people with skills they think their country needs. We set aside 6 percent.,0,Fake,Real,0.032062948,0.96793705,0.96793705,False
"A president must ""obtain Congress' consent before formally accepting the Nobel Prize.""",0,Fake,Real,0.043393746,0.9566062,0.9566062,False
"When people enter the service, theres not a mental health evaluation.",1,Real,Fake,0.9167243,0.083275706,0.9167243,False
Theres more murders with hammers last year than...shotguns and pistols and AK-47s.,0,Fake,Real,0.038292415,0.9617076,0.9617076,False
Uses headlines to portray Gov. Rick Perry as beholden to special interests.,1,Real,Fake,0.9819531,0.018046912,0.9819531,False
"Ms. Kagan has spent her entire professional career in Harvard Square, Hyde Park and the D.C. Beltway.",1,Real,Fake,0.9872924,0.012707545,0.9872924,False
"Because of voter fraud, Republican candidates need to do a point or two better to win statewide elections in Wisconsin.",0,Fake,Real,0.14343119,0.8565688,0.8565688,False
Nine million people have lower-cost HIV/AIDS medicine because of the work of the Clinton Foundation and my husband.,1,Real,Fake,0.9849582,0.015041817,0.9849582,False
"Chris Christie helped funnel $6 million in federal Hurricane Sandy money to a senior center in Belleville, N.J., a place that suffered no damage.",1,Real,Fake,0.9091511,0.09084889,0.9091511,False
Says that 9 million to 50 million undocumented immigrants live in the United States.,0,Fake,Real,0.09242076,0.90757924,0.90757924,False
Ohioans want an end to pay-to-play politics.,0,Fake,Real,0.32352126,0.67647874,0.67647874,False
General Motors is the largest corporation in the world again.,0,Fake,Real,0.047573373,0.9524266,0.9524266,False
A referendum gives the people the chance to decide on cutting the Milwaukee County Board budget by two-thirds,0,Fake,Real,0.043855805,0.9561442,0.9561442,False
Says Bruce Starr broke the law by letting lobbyists wine and dine him in Maui.,0,Fake,Real,0.38292238,0.61707765,0.61707765,False
Says Barack Obama is the first president in modern history not to have a single year of 3 percent growth.,1,Real,Fake,0.9747859,0.025214095,0.9747859,False
Half of all hospitalized seniors are suffering from malnutrition so severe that it either caused their illness or it prevents them from getting better.,0,Fake,Real,0.07292322,0.9270768,0.9270768,False
"Under conservative leadership, Congress has reduced the federal deficit by 60 percent nearly $800 billion.",0,Fake,Real,0.05394156,0.9460585,0.9460585,False
"What I look at every month is how many more New Jerseyans are back to work. You have another 9,900 last month that are back to work and over almost 90,000 that are back to work now since I became governor.",0,Fake,Real,0.037470087,0.9625299,0.9625299,False
"Texas high school graduation rate went from 27th in the country in 2002, to second highest in the country in 2013.",0,Fake,Real,0.037873376,0.9621266,0.9621266,False
"I'll tell you what I can tell this country: If they want a president who doesn't believe in God, there's probably plenty of choices.",0,Fake,Real,0.1420531,0.8579469,0.8579469,False
Drinking champagne could help prevent Alzheimers and other forms of dementia.,0,Fake,Real,0.23364472,0.76635534,0.76635534,False
Ford is moving all of their small-car production to Mexico.,1,Real,Fake,0.9870936,0.012906354,0.9870936,False
"For every dollar (in the stimulus package) that is spent to help small businesses, $4 is being spent to help upkeep the grass on the lawns of Washington.",0,Fake,Real,0.039216258,0.9607838,0.9607838,False
"If sea levels rise six feet due to climate change, Waterplace Park in Providence and Wickford village would be swamped",1,Real,Fake,0.98808527,0.011914719,0.98808527,False
"Chinese tire imports threatened 1,000 American jobs, so President Obama stood up to China and protected American workers. Mitt Romney attacked Obamas decision.",1,Real,Fake,0.95431465,0.045685403,0.95431465,False
Says that his transportation budget and Ohio Turnpike plan would make sure we have lower tolls than weve had through the history of the turnpike.,0,Fake,Real,0.2520855,0.74791455,0.74791455,False
The war spending bill actually spends more money on the International Monetary Fund than on the war.,0,Fake,Real,0.039132535,0.9608674,0.9608674,False
Says Paul Ryans budget relies on the same $700 billion in savings from Medicare that Mitt Romney and other Republicans have been attacking Democrats about.,1,Real,Fake,0.6607639,0.33923608,0.6607639,False
"In February, John McCain suggested the Bergdahl-Taliban swap that he now calls outrageous and dangerous.",1,Real,Fake,0.8098328,0.19016717,0.8098328,False
Robert Hurt supported a bill that helped the uranium industry after taking contributions from the industry and because his father had a stake in it.,0,Fake,Real,0.084705144,0.9152949,0.9152949,False
I never favored cap and trade.,0,Fake,Real,0.08083862,0.9191614,0.9191614,False
"The runnerup to Caitlyn Jenner for ESPNs Arthur Ashe Courage Award was Army veteran Noah Galloway, who lost an arm and leg to a roadside bomb in Iraq.",0,Fake,Real,0.22824416,0.7717559,0.7717559,False
Caution: Kissing and cuddling chickens can be hazardous to your health.,1,Real,Fake,0.9643173,0.035682686,0.9643173,False
"The Obama administration is using as its legal justification for these airstrikes (on the Islamic State), an authorization for military force that the president himself has called for repeal of.",1,Real,Fake,0.95201015,0.047989845,0.95201015,False
Says the federal government hosted a conference and ordered 250 muffins at 16 bucks a piece.,0,Fake,Real,0.24055451,0.7594454,0.7594454,False
Measures taken by my administration have saved taxpayers $1 billion.,1,Real,Fake,0.60743475,0.39256522,0.60743475,False
"Says his proposed payroll tax cut will mean an extra $1,500 in your pocket compared to if we do nothing.",1,Real,Fake,0.9549158,0.045084126,0.9549158,False
Says his views on reparations for slavery are the same as Barack Obamas and Hillary Clintons.,1,Real,Fake,0.9885485,0.0114515275,0.9885485,False
"Says by rejecting an expansion of Medicaid under the new law, Georgia was depriving 25,000 veterans of health care coverage.",1,Real,Fake,0.8765521,0.12344791,0.8765521,False
Peter Kilmartin voted for the 38 Studios loan guarantee and his State House job was to twist [legislators] arms to vote for deals like this.,0,Fake,Real,0.23128067,0.7687193,0.7687193,False
The amount of money that we put into running our own state legislature is nearly as much as we put into the University of Rhode Island.,0,Fake,Real,0.045290064,0.9547099,0.9547099,False
Beaverton enjoys the most diverse population (by percentage of population) among Oregon cities.,0,Fake,Real,0.034373876,0.96562606,0.96562606,False
"Says after leaving the White House, Hillary Clinton was forced to return an estimated $200,000 in White House china, furniture and artwork that she had stolen.",0,Fake,Real,0.22243872,0.7775613,0.7775613,False
Georgia is the Saudi Arabia of pine trees.,0,Fake,Real,0.08257354,0.91742647,0.91742647,False
I turned a $110 million deficit into a $1.6 million surplus for our city.,0,Fake,Real,0.054207932,0.945792,0.945792,False
"Says Bill Pascrell voted to eliminate all estate taxes for billionaires, and I voted no.",0,Fake,Real,0.44332796,0.55667204,0.55667204,False
Says the NAACPs Ohio chapter has endorsed Issue 2.,0,Fake,Real,0.15043457,0.8495654,0.8495654,False
John McCain has changed position on invading Iraq.,0,Fake,Real,0.1602164,0.83978355,0.83978355,False
"The Democrat majority in the Senate has failed to submit [a] budget in the past 1,000 days.",0,Fake,Real,0.035720333,0.96427965,0.96427965,False
Says Texas Republican leaders have proposed laying off thousands of teachers.,0,Fake,Real,0.3557856,0.6442144,0.6442144,False
Property tax exemptions can be granted to small businesses that move into Milwaukee County.,0,Fake,Real,0.050596993,0.94940305,0.94940305,False
Wisconsins new state budget includes a 15 percent increase for road construction and yet weve got local towns tearing up paved roads and replacing them with gravel.,0,Fake,Real,0.45046428,0.54953575,0.54953575,False
The Obama administration is refusing to directly arm the Kurds.,1,Real,Fake,0.9870352,0.012964739,0.9870352,False
"Rick Perry attempted to fast-track unnecessary coal-fired power plants, which degrade air quality and would cost billions. Fortunately, a court stopped him.",1,Real,Fake,0.9059153,0.09408474,0.9059153,False
"In many instances, (peoples) health care costs are more than their mortgage costs or their rent, which, by the way, is a first in American history.",0,Fake,Real,0.03519525,0.96480477,0.96480477,False
"Says Vince Polistina is collecting nearly $70,000 in taxpayer-funded salaries -- plus a government pension.",0,Fake,Real,0.4674495,0.5325505,0.5325505,False
Says Houstons 18th congressional district has been gentrified and is home to more Anglos than African Americans.,0,Fake,Real,0.041936517,0.9580634,0.9580634,False
"The Hyde Amendmentlanguage was in the (human trafficking) bill. The Democratic sponsor admits it was in the bill, and she voted for it.",1,Real,Fake,0.52053213,0.47946787,0.52053213,False
"Stimulus tax cuts ""began showing up in paychecks of 4.8 million Indiana households about three months ago.""",0,Fake,Real,0.038933024,0.961067,0.961067,False
Were second only to Boston in college students per capita.,0,Fake,Real,0.13934156,0.86065847,0.86065847,False
Mike Martinez has voted to raise taxes and utility rates while ending free bus service for seniors.,1,Real,Fake,0.9431444,0.056855682,0.9431444,False
White men account for 69 percent of those arrested for violent crimes.,0,Fake,Real,0.03901349,0.9609865,0.9609865,False
"98 percent of small businesses make less than $250,000 and would not see a tax increase under Barack Obama's plan.",1,Real,Fake,0.88557386,0.11442613,0.88557386,False
''The leading Democratic candidate once said that the unfettered free market is the most destructive force in modern America.'',0,Fake,Real,0.056639846,0.9433601,0.9433601,False
"We have trade agreements with 20 countries, and we have trade surpluses with each one of those 20.",0,Fake,Real,0.033442896,0.9665571,0.9665571,False
Congress' approval rating is 11 percent. You know who's higher? Dick Cheney and HMOs.,0,Fake,Real,0.18359217,0.81640786,0.81640786,False
Oil companies ...currently have 68-million acres that they're not using.,0,Fake,Real,0.04096105,0.9590389,0.9590389,False
John Raeses wife is registered to vote in Florida so she cant even vote for him.,1,Real,Fake,0.96723706,0.032762952,0.96723706,False
"Mitt Romney made over a hundred million dollars by shutting down (a Marion, Ind. paper) plant.",0,Fake,Real,0.0693388,0.9306612,0.9306612,False
Says Thomas Jefferson said that government is best which governs least.,0,Fake,Real,0.27124342,0.7287566,0.7287566,False
"In the 2000 Florida election, at least 1,100 eligible voters were wrongly dropped from voting rolls in an attempt to purge a list of felons. Many of those who were dropped showed up to vote and were told they could not.",1,Real,Fake,0.6019088,0.3980912,0.6019088,False
"McCain ""hasn't held executive responsibility.""",0,Fake,Real,0.3420985,0.6579015,0.6579015,False
"John McCain intervened, which helped Airbus get that Pentagon contract.",0,Fake,Real,0.0740604,0.92593956,0.92593956,False
I wake up every morning in a house (the White House) that was built by slaves.,1,Real,Fake,0.7558018,0.24419816,0.7558018,False
The governor has made a commitment to billions of dollars in debt and new spending without any explanation of how he plans to pay that money back.,0,Fake,Real,0.26262882,0.73737115,0.73737115,False
Michele Bachmanns legislative record is offering failed amendments.,1,Real,Fake,0.9824823,0.017517697,0.9824823,False
"Says that when San Francisco banned plastic grocery bags, you saw the number of instances of people going to the ER with things like salmonella and other related illnesses spike.",0,Fake,Real,0.1411852,0.85881484,0.85881484,False
There is no clinical evidence that vaccinating healthcare workers protects patients.,0,Fake,Real,0.1771931,0.82280695,0.82280695,False
I made a bunch of these promises during the campaign. ... Weve got about 60 percent done in three years.,0,Fake,Real,0.045215365,0.95478463,0.95478463,False
"On the day of the New Hampshire primary in 1980, the top 13 people of Ronald Reagans staff quit.",1,Real,Fake,0.86085904,0.13914104,0.86085904,False
Some of the wealthiest Americans are African-American now.,0,Fake,Real,0.04156399,0.9584361,0.9584361,False
Theres 400 more people working in health care today in New Hampshire than when we passed the budget.,0,Fake,Real,0.048462182,0.9515378,0.9515378,False
"In Ohio, each year an estimated 1,000 children become victims of human trafficking, and over 3,000 more are at risk.",0,Fake,Real,0.044568673,0.95543134,0.95543134,False
"Says, Yet in Salem they have traditionally waited until the money is almost gone to pay for the most important things in our states budget.",0,Fake,Real,0.062929735,0.93707025,0.93707025,False
"18 percent of our land in our state right now is either federally, state or county owned for conservation purposes.",1,Real,Fake,0.79071486,0.20928514,0.79071486,False
"The race will tighten, just because that's what happens at the end of campaigns. They always have.",1,Real,Fake,0.8932152,0.10678479,0.8932152,False
"Even after Obamacare is fully implemented, there still will be tens of millions of people not covered.",1,Real,Fake,0.8391434,0.16085659,0.8391434,False
"We have 80,000 abortions in Texas every year.",1,Real,Fake,0.97338766,0.026612382,0.97338766,False
Four members of the Rhode Island General Assembly went to vote in 2010 and were told they had already voted.,0,Fake,Real,0.15371369,0.8462863,0.8462863,False
North Koreas missiles are not going to have a capability to reach the United States anytime real soon.,1,Real,Fake,0.96404237,0.035957593,0.96404237,False
Says Measure 3-386 will cost a fortune for elections while Measure 3-388 will cost less.,0,Fake,Real,0.4568457,0.54315424,0.54315424,False
"The president promised to close the space gap, but he now seems intent on repeating the events that created the space gap in the first place -- putting in place a new rocket design and then trying to underfund the effort...",1,Real,Fake,0.9778946,0.022105327,0.9778946,False
Republicans dont think its a good idea to make the child care tax credit stronger.,0,Fake,Real,0.2618946,0.7381054,0.7381054,False
This is the first time in the history that weve had the raising of a debt limit also with spending cuts.,0,Fake,Real,0.040501706,0.95949835,0.95949835,False
Kelly Ayotte voted for a budget that had $90 billion of cuts to Pell Grants.,0,Fake,Real,0.04109819,0.95890176,0.95890176,False
Says U.S. Rep. Connie Mack IV passed only one bill in seven years.,1,Real,Fake,0.96289515,0.037104826,0.96289515,False
"About two-thirds of Medicaid beneficiaries are children, but they account for one-third of the programs cost, while one-third are elderly, and they account for two-thirds of the cost.",0,Fake,Real,0.032202367,0.9677977,0.9677977,False
Our campaign depends on small donations for the majority of our support.,0,Fake,Real,0.044139314,0.95586073,0.95586073,False
"Says Crist campaign website ""has eliminated all references to our Republican Party.""",0,Fake,Real,0.26911432,0.73088574,0.73088574,False
The American Conservative Union gives [Rep. Tim] Ryan a dismal 0.0 percent rating for the billions he has contributed to our national debt.,0,Fake,Real,0.13770138,0.8622986,0.8622986,False
"The departments of Commerce, Education and Energy and the EPA saw their spending increase by between 130 percent and 219 percent between 2008 and 2010.",0,Fake,Real,0.044198856,0.9558012,0.9558012,False
Says the director of an anti-abortion group receiving a Texas grant to provide womens health services believes HIV can be spread through the sewer system.,1,Real,Fake,0.9716637,0.028336294,0.9716637,False
Democrats are cutting our school funding. Four times in the last 10 years before we came into office.,0,Fake,Real,0.06388328,0.9361167,0.9361167,False
One man sacrificed for his country. One man opposed a flawed strategy in Iraq. One man had the courage to call for change. One man didn't play politics with the truth. One man stands up to the special interests.,1,Real,Fake,0.9257626,0.0742374,0.9257626,False
"More than 1,000 American soldiers have lost their lives in Afghanistan in the last 27 months. This is more than the combined total of the nine years before.",0,Fake,Real,0.033122312,0.96687776,0.96687776,False
"Harambe received 15,000 votes in the presidential election.",0,Fake,Real,0.22287956,0.7771205,0.7771205,False
Says Thom Tillis gives tax breaks to yacht and jet owners.,0,Fake,Real,0.21407568,0.7859243,0.7859243,False
"During his time as House speaker, unemployment came down from 5.6 percent to under 4 (percent).",0,Fake,Real,0.051290005,0.94871,0.94871,False
Says Patrick Murphy switched his vote on All Aboard Florida ... because his father tried to get in a bid to build it and was unsuccessful.,0,Fake,Real,0.09752864,0.9024713,0.9024713,False
Says U.S. Sen Sherrod Brown promised that the first stimulus bill would fund the Brent Spence Bridge.,0,Fake,Real,0.2597317,0.7402683,0.7402683,False
"Tampa got more (federal housing) money because they scored higher on the blight scoring system, so theyve got a much bigger problem than we do.",0,Fake,Real,0.03462622,0.9653738,0.9653738,False
"The Manchin-Toomey amendment would have criminalized certain private transfers of firearms between honest citizens, requiring lifelong friends, neighbors and some family members to get government approval.",0,Fake,Real,0.40647334,0.59352666,0.59352666,False
"The reason we even have colleges is that at some point there were politicians who said, You know what? We should start colleges.",0,Fake,Real,0.23027997,0.7697201,0.7697201,False
U.S. Rep. Paul Broun has not authored any legislation that has been adopted by Congress.,1,Real,Fake,0.87426114,0.12573892,0.87426114,False
Eighty percent of Wall Street executives and their spouses donations go to Democrats.,0,Fake,Real,0.035678107,0.96432185,0.96432185,False
"Like me, Scott Walker opposed the 1998 transportation bill and the $9 billion of wasteful spending.",0,Fake,Real,0.06932512,0.93067485,0.93067485,False
At least a quarter of those apprehended at the border have criminal records.,0,Fake,Real,0.039409343,0.9605907,0.9605907,False
"When it comes to jobless workers, Mitt Romney says he likes to fire people.",0,Fake,Real,0.06374058,0.9362594,0.9362594,False
"If you look at the application for a security clearance, I have a clearance that even the president of the United States cannot obtain because of my background.",0,Fake,Real,0.06312562,0.93687433,0.93687433,False
Says the cascading effects of climate change contributed to the rise of ISIS.,1,Real,Fake,0.9890681,0.010931861,0.9890681,False
"In 2004, ""20 percent of U.S. households were getting about 75 percent of their income from the federal government. ... Another 20 percent were receiving almost 40 percent.""",0,Fake,Real,0.032690663,0.9673093,0.9673093,False
"In Europe, church attendance rates (are) in the single digits because churches are supported by taxes.",0,Fake,Real,0.039093964,0.960906,0.960906,False
Says George LeMieux even compared Marco Rubio to Barack Obama.,0,Fake,Real,0.42865017,0.5713498,0.5713498,False
Says Barack Obama promised to halve the deficit in his first term.,1,Real,Fake,0.6439494,0.3560506,0.6439494,False
Says the government has gotten the TARP money back plus a profit.,0,Fake,Real,0.058675077,0.94132495,0.94132495,False
Points of Light is the worlds largest volunteer organization.,0,Fake,Real,0.0519303,0.9480697,0.9480697,False
Says Tim Kaine actually tried to raise taxes by about $4 billion.,1,Real,Fake,0.9183919,0.08160809,0.9183919,False
Female buffalo lead the herd.,1,Real,Fake,0.8640387,0.13596134,0.8640387,False
There is no system to vet refugees from the Middle East.,0,Fake,Real,0.17608513,0.8239149,0.8239149,False
I think its seven or eight of the California system of universities dont even teach an American history course. Its not even available to be taught.,0,Fake,Real,0.41542217,0.5845778,0.5845778,False
"In the early 1980s, Sen. Edward Kennedy secretly offered to help Soviet leaders counter the Reagan administrations position on nuclear disarmament.",0,Fake,Real,0.40291098,0.59708905,0.59708905,False
Says the governor is going around the state talking about [how] we should fund an income tax cut that benefits higher income earners and not lower income earners,0,Fake,Real,0.2708321,0.72916794,0.72916794,False
